Key,Item Type,Publication Year,Author,Title,Publication Title,DOI,Date,Date Added,Date Modified,Pages,Issue,Volume,Publisher,Extra
HK85Z5ZP,journalArticle,2022,"Parker, William F.; Siegler, Mark; Piscitello, Gina M.",Ethics of Extracorporeal Membrane Oxygenation Under Conventional and Crisis Standards of Care,Journal of Clinical Ethics,10.1086/jce2022331013,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,13–22,1,33,,Publisher: University of Chicago Press
DH36IYL8,journalArticle,2022,"Appel, Jacob M.; King, Bridget; Schwartzberg, Jordan L.",Toxic: The Challenge of Involuntary Contraception in Incompetent Psychiatric Patients Treated with Teratogenic Medications,Journal of Clinical Ethics,10.1086/jce2022331029,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,29–35,1,33,,Publisher: University of Chicago Press
9VTYUXAW,journalArticle,2022,"Howe, Edmund G.",Seeing the Invisible,Journal of Clinical Ethics,10.1086/jce2022332081,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,81–91,2,33,,Publisher: University of Chicago Press
UF9SQ2FU,journalArticle,2022,"Kodadek, Lisa M.",Ethical Challenges When Establishing Goals of Care in the Acute Care Surgical Setting,Journal of Clinical Ethics,10.1086/jce2022332146,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,146–150,2,33,,Publisher: University of Chicago Press
Z347NMKH,journalArticle,2022,"Read, Hannah; Gomez-Lavin, Javier; Beltrama, Andrea; Titus, Lisa Miracchi",A Plea for Integrated Empirical and Philosophical Research on the Impacts of Feminized Ai Workers,Analysis,10.1093/analys/anac050,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,89–97,1,,,
23HMB2DU,journalArticle,2023,"Jovanović, Iris Vidmar",Aesthetic Cognitivism and Serialized Television Fiction,Journal of Aesthetics and Art Criticism,10.1093/jaac/kpac053,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,69–79,1,81,,
EXUCCL8F,journalArticle,2022,"Svensson, Annika M.; Jotterand, Fabrice",Doctor Ex Machina: A Critical Assessment of the Use of Artificial Intelligence in Health Care,Journal of Medicine and Philosophy,10.1093/jmp/jhab036,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,155–178,1,47,,
75BTHBJE,journalArticle,2023,"Cherry, Mark J.",Bioethics: Shaping Medical Practice and Taking Diversity Seriously,Journal of Medicine and Philosophy,10.1093/jmp/jhad021,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,313–321,4,48,,
SI23RGHE,journalArticle,2021,"Narchi, Jonas; Winkler, Eva C.",Nipping Diseases in the Bud? Ethical and Social Considerations of the Concept of ?Disease Interception?,Public Health Ethics,10.1093/phe/phaa036,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,100–108,1,14,,
NFXYG6F9,journalArticle,2023,"Johnson, Tess; Matlock, William",Justifying the More Restrictive Alternative: Ethical Justifications for One Health Amr Policies Rely on Empirical Evidence,Public Health Ethics,10.1093/phe/phac025,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,22–34,1,16,,
X6E7RL4S,journalArticle,2023,"Chemhuru, Munamato",Approaching Covid-19 as an Environmental Ethical Problem: A Perspective From African Relational Animal Ethics,Public Health Ethics,10.1093/phe/phad007,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,53–63,1,16,,
EIRWKFZT,journalArticle,2023,"Bansal, Esha",A Woman in Berlin: Reappraising Mass Sexual and Gender-Based Violence in Public Health,Public Health Ethics,10.1093/phe/phad014,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,123–126,2,16,,
WPJ325JW,journalArticle,2021,"Hongladarom, Soraj",The Thailand National Ai Ethics Guideline: An Analysis,"Journal of Information, Communication and Ethics in Society",10.1108/jices-01-2021-0005,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,480–491,4,19,,
CF4TG8EI,journalArticle,2021,"Kaufmann, Katja; Bork-Hüffer, Tabea; Gudowsky, Niklas; Rauhala, Marjo; Rutzinger, Martin",Ethical Challenges of Researching Emergent Socio-Material-Technological Phenomena: Insights From an Interdisciplinary Mixed-Methods Project Using Mobile Eye-Tracking,"Journal of Information, Communication and Ethics in Society",10.1108/jices-01-2021-0007,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,391–408,3,19,,
CXYU7PV6,journalArticle,2021,"Segerstad, Ylva H\a ard af",On the Complexities of Studying Sensitive Communities Online as a Researcher?Participant,"Journal of Information, Communication and Ethics in Society",10.1108/jices-01-2021-0011,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,409–423,3,19,,
XJVXYMZ6,journalArticle,2021,"Kantar, Nesibe; Bynum, Terrell Ward",Global Ethics for the Digital Age ? Flourishing Ethics,"Journal of Information, Communication and Ethics in Society",10.1108/jices-01-2021-0016,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,329–344,3,19,,
IXYTEAV5,journalArticle,2022,"Saurabh, Kumar; Arora, Ridhi; Rani, Neelam; Mishra, Debasisha; Ramkumar, M.","Ai Led Ethical Digital Transformation: Framework, Research and Managerial Implications","Journal of Information, Communication and Ethics in Society",10.1108/jices-02-2021-0020,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,229–256,2,20,,
HITZNF77,journalArticle,2021,"Kaitatzi-Whitlock, Sophia",Toward a Digital Civil Society: Digital Ethics Through Communication Education,"Journal of Information, Communication and Ethics in Society",10.1108/jices-03-2020-0029,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,187–206,2,19,,
AERZQM49,journalArticle,2022,"Eneman, Marie",Ethical Dilemmas When Conducting Sensitive Research: Interviewing Offenders Convicted of Child Pornography,"Journal of Information, Communication and Ethics in Society",10.1108/jices-03-2022-0028,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,362–373,3,20,,
JKIJPHPL,journalArticle,2021,"Talonen, Antti; Mähönen, Jukka; Koskinen, Lasse; Kuoppakangas, Päivikki",Analysis of Consumers? Negative Perceptions of Health Tracking in Insurance ? a Value Sacrifice Approach,"Journal of Information, Communication and Ethics in Society",10.1108/jices-05-2020-0061,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,463–479,4,19,,
J4UP9GSF,journalArticle,2022,"Qadir, Junaid; Islam, Mohammad Qamar; Al-Fuqaha, Ala",Toward Accountable Human-Centered Ai: Rationale and Promising Directions,"Journal of Information, Communication and Ethics in Society",10.1108/jices-06-2021-0059,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,329–342,2,20,,
KND7L8WE,journalArticle,2021,"Watson, Kevin; Payne, Dinah M.",Ethical Practice in Sharing and Mining Medical Data,"Journal of Information, Communication and Ethics in Society",10.1108/jices-08-2019-0088,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,1–19,1,19,,
N3YRRAZU,journalArticle,2023,"Bates, Jo; Gerakopoulou, Elli; Checco, Alessandro",Addressing Labour Exploitation in the Data Science Pipeline: Views of Precarious Us-Based Crowdworkers on Adversarial and Co-Operative Interventions,"Journal of Information, Communication and Ethics in Society",10.1108/jices-08-2022-0069,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,342–357,3,21,,
UUYXFNTE,journalArticle,2022,"Calzati, Stefano",Federated Data as a Commons: A Third Way to Subject-Centric and Collective-Centric Approaches to Data Epistemology and Politics,"Journal of Information, Communication and Ethics in Society",10.1108/jices-09-2021-0097,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,16–29,1,21,,
3GQIYLER,journalArticle,2021,"Rogerson, Simon",For the Record: The Evolution of Acceptable Digital Technology,"Journal of Information, Communication and Ethics in Society",10.1108/jices-11-2021-142,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,425–432,4,19,,
5UPG6549,journalArticle,2021,"Ryan, Mark; Stahl, Bernd Carsten",Artificial Intelligence Ethics Guidelines for Developers and Users: Clarifying Their Content and Normative Implications,"Journal of Information, Communication and Ethics in Society",10.1108/jices-12-2019-0138,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,61–86,1,19,,
3A27NREN,journalArticle,2022,"Arifin, Anisa Aini; Lennerfors, Thomas Taro",Ethical Aspects of Voice Assistants: A Critical Discourse Analysis of Indonesian Media Texts,"Journal of Information, Communication and Ethics in Society",10.1108/jices-12-2020-0118,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,18–36,1,20,,
CI73JG87,journalArticle,2022,"Franzke, Aline Shakti",An Exploratory Qualitative Analysis of Ai Ethics Guidelines,"Journal of Information, Communication and Ethics in Society",10.1108/jices-12-2020-0125,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,401–423,4,20,,
ZJDDIP8P,journalArticle,2021,"Vanacker, Bastiaan","Virtue Ethics, Situationism and Casuistry: Toward a Digital Ethics Beyond Exemplars","Journal of Information, Communication and Ethics in Society",10.1108/jices-12-2020-0126,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,345–357,3,19,,
NCYX8QYD,journalArticle,2022,"Gordon, Damian; Stavrakakis, Ioannis; Gibson, J. Paul; Tierney, Brendan; Becevel, Anna; Curley, Andrea; Collins, Michael; O?Mahony, William; O?Sullivan, Dympna",Perspectives on Computing Ethics: A Multi-Stakeholder Analysis,"Journal of Information, Communication and Ethics in Society",10.1108/jices-12-2020-0127,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,72–90,1,20,,
X7IEYKY7,journalArticle,2022,"Reeve, Jonathan; Zaugg, Isabelle; Zheng, Tian",Mapping Data Ethics Curricula,"Journal of Information, Communication and Ethics in Society",10.1108/jices-12-2021-0124,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,388–399,3,20,,
7NK3BYPC,journalArticle,2022,"Mackinnon, Katie",Critical Care for the Early Web: Ethical Digital Methods for Archived Youth Data,"Journal of Information, Communication and Ethics in Society",10.1108/jices-12-2021-0125,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,349–361,3,20,,
K8E4ZX5C,journalArticle,2021,"Callanan, Gerard A.; Perri, David F.; Tomkowicz, Sandra M.","Targeting Vulnerable Populations: The Ethical Implications of Data Mining, Automated Prediction, and Focused Marketing",Business and Society Review,10.1111/basr.12233,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,155–167,2,126,,
RBUWXUDU,journalArticle,2022,"Illia, Laura; Colleoni, Elanor; Zyglidopoulos, Stelios",Ethical Implications of Text Generation in the Age of Artificial Intelligence,"Business Ethics, the Environment and Responsibility",10.1111/beer.12479,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,201–210,1,32,,
UHFJC58K,journalArticle,2023,"Lin, Chien-Te",All About the Human: A Buddhist Take on Ai Ethics,"Business Ethics, the Environment and Responsibility",10.1111/beer.12547,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,1113–1122,3,32,,
YQIJMS9C,journalArticle,2021,"Giubilini, Alberto; Savulescu, Julian; Wilkinson, Dominic",Queue Questions: Ethics of Covid-19 Vaccine Prioritization,Bioethics,10.1111/bioe.12858,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,348–355,4,35,,
DT7NL7XV,journalArticle,2021,"Kühler, Michael",Exploring the Phenomenon and Ethical Issues of Ai Paternalism in Health Apps,Bioethics,10.1111/bioe.12886,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,194–200,2,36,,
9ZF9LJUQ,journalArticle,2021,"Sand, Martin; Durán, Juan Manuel; Jongsma, Karin Rolanda",Responsibility Beyond Design: Physicians? Requirements for Ethical Medical Ai,Bioethics,10.1111/bioe.12887,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,162–169,2,36,,
AZ6LQ8LS,journalArticle,2022,"Jayaram, Athmeya; Sparks, Jacob; Callies, Daniel",Justifying the Risks of Covid-19 Challenge Trials: The Analogy with Organ Donation,Bioethics,10.1111/bioe.12889,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,100–106,1,36,,
YJP3NCHS,journalArticle,2022,"Ursin, Frank; Timmermann, Cristian; Steger, Florian",Explicability of Artificial Intelligence in Radiology: Is a Fifth Bioethical Principle Conceptually Necessary?,Bioethics,10.1111/bioe.12918,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,143–153,2,36,,
ESPI6EZP,journalArticle,2021,"Hodge, Gary",Where Are the Children? An Autoethnography of Deception in Dementia in an Acute Hospital,Bioethics,10.1111/bioe.12931,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,864–869,9,35,,
5WMLXTKY,journalArticle,2023,"Brummett, Abram","Burying the Basilisk of Bioethics: What Can Be Resolved, Dissolved, and Refocused in the Ethics Expertise Debate",Bioethics,10.1111/bioe.13044,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,515–522,6,37,,
J8VB64AJ,journalArticle,2023,"Diner, Sarah; Ritter, Manuel; Bondio, Mariacarla Gadebusch",Ethical Challenges in the Prioritization of Elective Care in Pandemic Settings: On the Significance of Time-Sensitive Scoring,Bioethics,10.1111/bioe.13149,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,343–349,4,37,,
XRTGBF5S,journalArticle,2023,"Beretta, Giorgia; Marelli, Luca",Fast-Tracking Development and Regulatory Approval of Covid-19 Vaccines in the Eu: A Review of Ethical Implications,Bioethics,10.1111/bioe.13151,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,498–507,5,37,,
MFFFEBNZ,journalArticle,2023,"Binik, Ariella; Binik, Yitzchak M.",Ethical Challenges in Research on Sexual Dysfunction,Bioethics,10.1111/bioe.13223,2023,2023-11-06 14:10:24,2023-11-06 14:10:24,869–878,9,37,,
EA43S395,journalArticle,2022,"Alahmad, Ghiath; AlSaqabi, Muneera; Alkamli, Hala; Aleidan, Mona",Ethical Challenges in Consent Procedures Involving Pediatric Cancer Patients in Saudi Arabia: An Exploratory Survey,Developing World Bioethics,10.1111/dewb.12308,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,140–151,3,22,,
TFS7NAGJ,journalArticle,2021,"Kele\cs, Ş""ukrü; Aksu, Murat; Gülpınar, Gizem; Yalım, Neyyire Yasemin",Ethical Discourse of Medical Students and Physicians on Conscientious Objection: A Qualitative Study in Turkey,Developing World Bioethics,10.1111/dewb.12314,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,78–89,2,21,,
DH9AIQQR,journalArticle,2021,"Ogunrin, Olubunmi; Gabbay, Mark; Woolfall, Kerry; Frith, Lucy; ogu",Community Engagement in Genomic Research: Proposing a Strategic Model for Effective Participation of Indigenous Communities,Developing World Bioethics,10.1111/dewb.12329,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,189–202,4,22,,
5GLDWVF6,journalArticle,2022,"Gao, Yiqi; Xue, Tao; Chen, Biliang; Yang, Hong; Wei, Li",Ethical Issues Raised by Uterus Transplantation: A Report From the People's Republic of China,Developing World Bioethics,10.1111/dewb.12346,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,34–40,1,23,,
XYAKMFPB,journalArticle,2023,"Buruk, Banu; Ayta\cc, Güne\cs",Ethical Analysis of Cadaver Supply and Usage Processes for Research Within the Scope of the Helsinki Declaration,Developing World Bioethics,10.1111/dewb.12360,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,211–219,3,23,,
K5AXLM5R,journalArticle,2021,"Clifton, Shane; Stevens, Bruce",Happiness and Mental Illness: Virtue Ethics in Dialogue with Psychology,Heythrop Journal,10.1111/heyj.13122,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,546–559,3,62,,
28F2LJ6M,journalArticle,2022,"Shabana, Ayman",Between Treatment and Enhancement: Islamic Discourses on the Boundaries of Human Genetic Modification,Journal of Religious Ethics,10.1111/jore.12404,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,386–411,3,50,,
E6KTVYFT,journalArticle,2021,"Zhu, Junhong; Stone, Teresa; Petrini, Marcia",The Ethics of Refusing to Care for Patients During the Coronavirus Pandemic: A Chinese Perspective,Nursing Inquiry,10.1111/nin.12380,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,e12380,1,28,,
JL9XHX2U,journalArticle,2021,"Gallagher, Ann; Peacock, Matthew; Williams, Emily; Zasada, Magdalena; Cox, Anna",Findings From a Mixed-Methods Pragmatic Cluster Trial Evaluating the Impact of Ethics Education Interventions on Residential Care-Givers,Nursing Inquiry,10.1111/nin.12383,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,e12383,2,28,,
9HHSAQHN,journalArticle,2023,"Mejdahl, Caroline Trillingsgaard; Nielsen, Berit Kj\a erside; Mehlsen, Mimi Yung; Hollesen, Maj Rafn; Pedersen, Mathilde Zilén; er-Trautwein, Georgij Engkj\a; Funch, Louise Vase; Terkildsen, Morten Deleuran",Covid-19 as Moral Breakdown: Entangled Ethical Demands Experienced by Hospital-Based Nurses in the Early Onset of the Pandemic,Nursing Inquiry,10.1111/nin.12508,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,e12508,1,30,,
F65AEJ6V,journalArticle,2023,"Hol, Hege; Vatne, Solfrid; Strømskag, Kjell Erik; Orøy, Aud; Rokstad, Anne Marie Mork",Norwegian Nurses' Perceptions of Assisted Dying Requests From Terminally Ill Patients–a Qualitative Interview Study,Nursing Inquiry,10.1111/nin.12517,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,e12517,1,30,,
XBED9VNS,journalArticle,2022,"Talbot, Brian",Headaches for Epistemologists,Philosophy and Phenomenological Research,10.1111/phpr.12765,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,408–433,2,104,,
GLEB59FP,journalArticle,2021,"Kopeikin, Zak A.",Bare-Difference Methodology and the Scientific Analogy,Ratio,10.1111/rati.12300,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,171–182,3,34,,
Z5TCFA6V,journalArticle,2023,"Johnson, Matthew Kuan; Robertson, Rachel Siow",A Co-Liberatory Framework for Big Data,Zygon,10.1111/zygo.12880,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,749–769,3,58,,
A84MMVX6,journalArticle,2023,"Fenton, Elizabeth; Chillag, Kata",We Want to Help: Ethical Challenges of Medical Migration and Brain Waste During a Pandemic,Journal of Medical Ethics,10.1136/jme-2022-108311,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,607–610,9,49,,
KIU5D4KU,journalArticle,2023,"Muaygil, Ruaim; Aldekhyyel, Raniah; AlWatban, Lemmese; Almana, Lyan; Almana, Rana F.; Barry, Mazin",Ethical Uncertainty and Covid-19: Exploring the Lived Experiences of Senior Physicians at a Major Medical Centre,Journal of Medical Ethics,10.1136/jme-2022-108369,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,275–282,4,49,,
WB6GHTG9,journalArticle,2023,"Ferrario, Andrea; Gloeckler, Sophie; Biller-Andorno, Nikola",Ethics of the Algorithmic Prediction of Goal of Care Preferences: From Theory to Practice,Journal of Medical Ethics,10.1136/jme-2022-108371,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,165–174,3,49,,
GW23Z4QV,journalArticle,2023,"Maung, Hane Htut",Externalist Argument Against Medical Assistance in Dying for Psychiatric Illness,Journal of Medical Ethics,10.1136/jme-2022-108431,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,553–557,8,49,,
7NUBNAIN,journalArticle,2023,"Germani, Federico; Holzer, Felicitas; Ortiz, Ivette; Biller-Andorno, Nikola; März, Julian W.",?Vaxtax?: A Follow-Up Proposal for a Global Vaccine Pandemic Response Fund,Journal of Medical Ethics,10.1136/jme-2022-108491,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,160–164,3,49,,
37VKC7IB,journalArticle,2022,"McMillan, John",Concise Argument: Impact and Pandemic Reasonableness,Journal of Medical Ethics,10.1136/jme-2022-108560,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,577–578,9,48,,
YQFN75V5,journalArticle,2023,"Bhopal, Anand; erøe, Kristine B\a",Dual Duties to Patient and Planet: Time to Revisit the Ethical Foundations of Healthcare?,Journal of Medical Ethics,10.1136/jme-2022-108847,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,102–103,2,49,,
T2J52ECN,journalArticle,2023,"Zohny, Hazem; McMillan, John; King, Mike",Ethics of Generative Ai,Journal of Medical Ethics,10.1136/jme-2023-108909,2023,2023-11-06 14:10:24,2023-11-06 14:10:24,79–80,2,49,,
7VX425TC,journalArticle,2021,"Braun, Matthias; Hummel, Patrik; Beck, Susanne; Dabrock, Peter",Primer on an Ethics of Ai-Based Decision Support Systems in the Clinic,Journal of Medical Ethics,10.1136/medethics-2019-105860,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,3–3,12,47,,
25Z67H3G,journalArticle,2021,"Iorio, Concetta Tania Di; Carinci, Fabrizio; Oderkirk, Jillian; Smith, David; Siano, Manuela; Marco, Dorotea Alessandra de; Lusignan, Simon de; Hamalainen, Paivi; Benedetti, Massimo Massi",Assessing Data Protection and Governance in Health Information Systems: A Novel Methodology of Privacy and Ethics Impact and Performance Assessment,Journal of Medical Ethics,10.1136/medethics-2019-105948,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,23–23,12,47,,
VHSJSLX7,journalArticle,2021,"Corfield, Lorraine; Williams, Richard Alun; Lavelle, Claire; Latcham, Natalie; Talash, Khojasta; Machin, Laura",Prepared for Practice? Uk Foundation Doctors? Confidence in Dealing with Ethical Issues in the Workplace,Journal of Medical Ethics,10.1136/medethics-2019-105961,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,25–25,12,47,,
AT9R83S6,journalArticle,2021,"Braun, Matthias",Represent Me: Please! Towards an Ethics of Digital Twins in Medicine,Journal of Medical Ethics,10.1136/medethics-2020-106134,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,394–400,6,47,,
I6CBIFRN,journalArticle,2021,"Andersson, Anna-Karin Margareta",Congenitally Decorticate Children?s Potential and Rights,Journal of Medical Ethics,10.1136/medethics-2020-106163,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,85–85,12,47,,
PIH9XXEZ,journalArticle,2021,"Tolchin, Benjamin; Hull, Sarah C.; Kraschel, Katherine",Triage and Justice in an Unjust Pandemic: Ethical Allocation of Scarce Medical Resources in the Setting of Racial and Socioeconomic Disparities,Journal of Medical Ethics,10.1136/medethics-2020-106457,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,200–202,3,47,,
RX2UTXWC,journalArticle,2021,"Bull, Susan; Jamrozik, Euzebiusz; Binik, Ariella; Parker, Michael J.",Sars-Cov-2 Challenge Studies: Ethics and Risk Minimisation,Journal of Medical Ethics,10.1136/medethics-2020-106504,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,79–79,12,47,,
VSIH5RPC,journalArticle,2021,"McDougall, Rosalind J.; Gillam, Lynn; Ko, Danielle; Holmes, Isabella; Delany, Clare",Balancing Health Worker Well-Being and Duty to Care: An Ethical Approach to Staff Safety in Covid-19 and Beyond,Journal of Medical Ethics,10.1136/medethics-2020-106557,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,318–323,5,47,,
FWF5H6R2,journalArticle,2021,"Bruno, Bethany; Shalowitz, David I.; Arora, Kavita Shah",Ethical Challenges for Women?s Healthcare Highlighted by the Covid-19 Pandemic,Journal of Medical Ethics,10.1136/medethics-2020-106646,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,69–72,2,47,,
VX4IALMG,journalArticle,2021,"Williamson, Laura",Creating an Ethical Culture to Support Recovery From Substance Use Disorders,Journal of Medical Ethics,10.1136/medethics-2020-106661,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,9–9,12,47,,
62E7LGU8,journalArticle,2021,"Rosenwohl-Mack, Sarah; Dohan, Daniel; Matthews, Thea; Batten, Jason Neil; Dzeng, Elizabeth",How Individual Ethical Frameworks Shape Physician Trainees? Experiences Providing End-of-Life Care: A Qualitative Study,Journal of Medical Ethics,10.1136/medethics-2020-106690,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,72–72,12,47,,
BMXRVNJX,journalArticle,2021,"Campbell, Iain",Paramedic Delivery of Bad News: A Novel Dilemma During the Covid-19 Crisis,Journal of Medical Ethics,10.1136/medethics-2020-106710,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,16–19,1,47,,
CETSK874,journalArticle,2021,"Delgado, Janet; Siow, Serena; Groot, Janet de; McLane, Brienne; Hedlin, Margot",Towards Collective Moral Resilience: The Potential of Communities of Practice During the Covid-19 Pandemic and Beyond,Journal of Medical Ethics,10.1136/medethics-2020-106764,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,374–382,6,47,,
PT22ZCDZ,journalArticle,2022,"Biller-Andorno, Nikola; Ferrario, Andrea; Joebges, Susanne; Krones, Tanja; Massini, Federico; Barth, Phyllis; Arampatzis, Georgios; Krauthammer, Michael",Ai Support for Ethical Decision-Making Around Resuscitation: Proceed with Care,Journal of Medical Ethics,10.1136/medethics-2020-106786,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,175–183,3,48,,
VMUSH5TI,journalArticle,2021,"Moynihan, Katie M.; Taylor, Lisa; Crowe, Liz; Balnaves, Mary-Claire; Irving, Helen; Ozonoff, Al; Truog, Robert D.; Jansen, Melanie",Ethical Climate in Contemporary Paediatric Intensive Care,Journal of Medical Ethics,10.1136/medethics-2020-106818,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,14–14,12,47,,
FH5KIUIT,journalArticle,2022,"Singh, Shenuka; Cadigan, Rosemary Jean; Moodley, Keymanthri",Challenges to Biobanking in Lmics During Covid-19: Time to Reconceptualise Research Ethics Guidance for Pandemics and Public Health Emergencies?,Journal of Medical Ethics,10.1136/medethics-2020-106858,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,466–471,7,48,,
9FCJ9PBY,journalArticle,2021,"Wirpsa, M. Jeanne; Carabini, Louanne M.; Neely, Kathy Johnson; Kroll, Camille; Wocial, Lucia D.",Mitigating Ethical Conflict and Moral Distress in the Care of Patients on Ecmo: Impact of an Automatic Ethics Consultation Protocol,Journal of Medical Ethics,10.1136/medethics-2020-106881,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,63–63,12,47,,
JQG33WJV,journalArticle,2022,"Lee, Soogeun Samuel",Philosophical Evaluation of the Conceptualisation of Trust in the Nhs Code of Conduct for Artificial Intelligence-Driven Technology,Journal of Medical Ethics Recent Issues,10.1136/medethics-2020-106905,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,272–277,4,48,,
GBXF93JR,journalArticle,2022,"Schaefer, G. Owen; Ballantyne, Angela",Ethics of Digital Contact Tracing Wearables,Journal of Medical Ethics,10.1136/medethics-2020-106958,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,611–615,9,48,,
GNAH4ISY,journalArticle,2022,"Sorell, Tom; Rajpoot, Nasir; Verrill, Clare",Ethical Issues in Computational Pathology,Journal of Medical Ethics,10.1136/medethics-2020-107024,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,278–284,4,48,,
LPPFZQUD,journalArticle,2022,"Beck, Adrienne Sabine; Svirsky, Larisa; Howard, Dana","?First Do No Harm?: Physician Discretion, Racial Disparities and Opioid Treatment Agreements",Journal of Medical Ethics,10.1136/medethics-2020-107030,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,753–758,10,48,,
HE3PHN5U,journalArticle,2023,"Randhawa, Jason; Hrazdil, Chantelle T.; McDonald, Patrick J.; Illes, Judy",Strategic and Principled Approach to the Ethical Challenges of Epilepsy Monitoring Unit Triage,Journal of Medical Ethics,10.1136/medethics-2020-107147,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,81–86,2,49,,
G5E53WB2,journalArticle,2022,"Grote, Thomas",Randomised Controlled Trials in Medical Ai: Ethical Considerations,Journal of Medical Ethics,10.1136/medethics-2020-107166,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,899–906,11,48,,
