,Unnamed: 0,Title,Publication Title,Volume,Issue,DOI,Authors,Publication Year,URL,Type,Abstract,Keywords,Date,Date Added,Date Modified,Pages,Extra,Key,Eligibility_Abstract_Score,Eligibility_Title_Score,Eligibility_Score
66,66,Assessment of Ethical Competence Among Clinical Nurses in Health Facilities,Nursing Ethics,29.0,1,10.1177/09697330211010259,"Maluwa, Veronica Mary; Maluwa, Alfred Ochanza; Mwalabu, Gertrude; Msiska, Gladys",2022.0,http://journals.sagepub.com/doi/10.1177/09697330211010259,journalArticle,"Background:               Ethical competence in nursing practice helps clinical nurses to think critically, analyse issues, make ethical decisions, solve ethical problems and behave ethically in their daily work. Thus, ethical competence contributes to the promotion of high-quality care. However, studies on ethical competence in Malawi are scanty.                                         Objectives:               The aim of this study was to explore ethical competence among clinical nurses in selected hospitals in Malawi.                                         Methodology:               A cross-sectional survey was conducted in four selected hospitals in Malawi with a sample of 271 clinical nurses. Data were collected using self-administered questionnaires, which included a Moral Competence Scale for Home Care Nurses. Descriptive statistics and logistic regression were computed for the dataset using STATA version 12.0.                                         Ethical consideration:               The study protocol complied with all ethical requirements and was approved by the College of Medicine Research Ethics Committee under the University of Malawi.                                         Results:               The clinical nurses in Malawi are ethically competent. However, there is a significantly high number (p < 0.05) of nurses 57% (n = 135) with low ethical competence. There was no significant association between respondents’ demographic variables and level of ethical competence (p > 0.05). Three determinants of high ethical competence level (strong will, judgement skills and recognition of discrepancy of intention) were identified through a reduced model after stepwise logistic regression analysis. Furthermore, results show that indicators of ethical competence include caring, confidentiality and observance of nurses dressing code. The study has also confirmed that the Moral Competence Scale for Home Care Nurses is a reliable tool to assess ethical competence in low-resource settings.                                         Conclusion:               The majority of nurses who completed the survey had low ethical competence. However, clinical nurses with high ethical competence level are required to competently manage complex ethical challenges in health facilities. Strategies for enhancing ethical competence such as continuing ethics education, establishment of ethics committees and provision of supportive supervision are recommended to enable nurses in Malawi attain a high level of ethical competence.",,2022.0,2023-11-06 14:09:51,2023-11-06 14:09:51,181–193,,W227JSJ9,0.1008264462809917,0.3,0.1065084609363457
67,67,Global Ethics for the Digital Age ? Flourishing Ethics,"Journal of Information, Communication and Ethics in Society",19.0,3,10.1108/jices-01-2021-0016,"Kantar, Nesibe; Bynum, Terrell Ward",2021.0,https://www.emerald.com/insight/content/doi/10.1108/JICES-01-2021-0016/full/html,journalArticle,"Purpose               The purpose of this paper is to explore an emerging ethical theory for the Digital Age – Flourishing Ethics – which will likely be applicable in many different cultures worldwide, addressing not only human concerns but also activities, decisions and consequences of robots, cyborgs, artificially intelligent agents and other new digital technologies.                                         Design/methodology/approach               In the past, a number of influential ethical theories in Western philosophy have focused upon choice and autonomy, or pleasure and pain or fairness and justice. These are important ethical concepts, but we consider “flourishing” to be a broader “umbrella concept” under which all of the above ideas can be included, plus additional ethical ideas from cultures in other regions of the world (for example, Buddhist, Muslim, Confucianist cultures and others). Before explaining the applied approach, this study discusses relevant ideas of four example thinkers who emphasize flourishing in their ethics writings: Aristotle, Norbert Wiener, James Moor and Simon Rogerson.                                         Findings               Flourishing Ethics is not a single ethical theory. It is “an approach,” a “family” of similar ethical theories which can be successfully applied to humans in many different cultures, as well as to non-human agents arising from new digital technologies.                                         Originality/value               This appears to be the first extended analysis of the emerging flourishing ethics “family” of theories.",,2021.0,2023-11-06 14:05:09,2023-11-06 14:05:09,329–344,,XJVXYMZ6,0.0876288659793814,0.6666666666666666,0.1063746940591856
68,68,From Data Ethics to Data Justice in/as Pedagogy,Studies in Social Justice,15.0,3,10.26522/ssj.v15i3.2546,"Zeffiro, Andrea",2021.0,https://journals.library.brocku.ca/index.php/SSJ/article/view/2546,journalArticle,"n the time between completing the pilot study and reflecting on the findings
in scholarly venues, I have started to think profoundly about the limitations of
research ethics as a domain for intervention beyond academic contexts.
Because ethics is such a charged term, it can provoke an individualized
response aimed at substantiating the ways in which our actions and practices
abide by ethical codes and protocols. In certain instances, ethics is a box to
tick in the research process. At other times, we might find ourselves relying
on research ethics as a kind of moral ignition that absolves us from further
deliberation. However, if “ethical purity” is an end goal of research ethics,
then we are merely cementing “moral institutional self-concepts” that serve
as a continuation of the collective myth about research as an antidote to
conditions of injustice (Sabati, 2018; Simpson, 2017; Smith, 2012).
The need for research communities to confront ethics is all the more urgent
given how Big Tech is shaping ethics in its own image. In the last few years,
the establishment of corporate ethics charters and ethics boards have come to
signal self-regulation as a policy response to calls for industry oversight. Ben
Wagner (2018) explains how this amounts to an “ethics washing”; ethics are
operationalized through public facing initiatives as a means to resist
regulation. We are provided with the sense of an investment in questions and
concerns of ethics, while little or nothing is done to achieve them.
If an ethics framework constrains how we come to understand the
contradictions and challenges in social media research by regulating the
purview of our engagement with ethics, then what is needed is a framework
that invites a range of stakeholders and entry points (Metcalfe & Dencik,
2019) and that links social media to broader critiques of datafication (van
Dijck, 2014). In their introduction to the special issue of Information,
Communication & Society on Data Justice, Lina Dencik, Arne Hintz, Joanna
Redden and Emiliano Treré write how, “we should use data justice as a form of critique, a framework for shifting the entry-point and debate on data-
related developments in a way that foregrounds social justice concerns and
ongoing historical struggles against inequality, oppression and domination”
(Dencik et al., 2019, p. 876). The work of scholars who are situating data
within existing social justice agendas by cultivating a data justice framework
are effectively reorienting ethical concerns about datafication from purely
moral, technocratic or technological purviews, and advocating instead for
collaborations between different movements and groups that bring together
technological, social, economic, cultural and ecological dimensions in
defining both problems and solutions (Dencik et al., 2018).
Data justice emphasizes an understanding of data technologies and data-
driven decision-making in relation to structural conditions that continue to
create new inequalities and injustices (Dencik et al., 2019; Metcalfe &
Dencik, 2019; Redden & Brand, 2018). However, rather than locate injustices
in data systems as errors or biases that can be fixed with more data, data
justice seeks to understand the interests driving the processes of datafication
by decentering data in the examination of these processes (Dencik, 2019;
Metcalfe & Dencik, 2019; Taylor, 2017). Thus, data justice is symptomatic of
the complex ways in which data-driven processes permeate all facets of
contemporary life and emphasizes how these technologies and processes
reproduce, are reproduced by, and provoke a “matrix of domination” (white
supremacy, heteropatriarchy, capitalism, and settler colonialism) (Costanza-
Chock, 2018a, 2018b)",,2021.0,2023-11-06 14:05:09,2023-11-06 14:05:09,450–457,,AJ9ZF6TR,0.0996168582375478,0.625,0.1061321636894833
69,69,"For a Science-Oriented, Socially Responsible, and Self-Aware Ai: Beyond Ethical Issues",Laboratorio Dell'ispf,2022.0,,10.12862/lab22csc,"Castelfranchi, Cristiano",2022.0,https://doi.org/10.12862/Lab22CSC,journalArticle,"Are we ready for the anthropological revolution grounded on Intelligent Technolo-
gies and artificial mixed society? Which also is an economic, social, and political revo-
lution. AI is not just building a new technology but a new Socio-Cognitive-Technical
System, a new world and a new form of society and culture. It is an anthropological
revolution. Is our Intelligent Technology research only business oriented? AI should
be more “science oriented”. As for the possible dangers of AI impact, there is a dom-
inant limited view, focused only on ethical issues, and on a reliable and transparent
and explainable AI. My question is political not just ethical: AI revolution is empow-
ering whom? AI can play a very important role “for freedom”. It can also be a revo-
lutionary “Awareness technology”. It can improve not only personal and collective
intelligence but collective awareness as well: understanding what we are doing and
why we are doing it; who is “nudging” us.",,2022.0,2023-11-06 14:09:48,2023-11-06 14:09:48,,Publisher: Consiglio Nazionale delle Ricerche (CNR),9BJFQJ9Y,0.0816326530612244,0.3636363636363636,0.1044906352567588
70,70,Ethical Issues in Multilingual Research Situations: A Focus on Interview-Based Research,Research Ethics,18.0,3,10.1177/17470161221085857,"Schembri, Natalie; Jašić, Alma Jahić",2022.0,http://journals.sagepub.com/doi/10.1177/17470161221085857,journalArticle,"Interview-based research in multilingual situations can present researchers with specific ethical challenges relating to language-based power play, data handling and presentation. Studies indicate favouring the L1 (first language) as an interviewing language may produce better quality data, but external pressures can favour English as the dominant research language. This article examines researcher perceptions and experiences of the ethical consequences of language choice and the practical issues involved. Interviews were conducted with five European researchers working on an interview-based project with experiences of diverse interviewing scenarios. The four moral principles of respect for autonomy, justice, beneficence and non-maleficence were used as a framework for analysis. The analysis revealed a nuanced picture of ethical issues in both L1- and English-oriented scenarios. This included potential misrepresentation and deculturalisation of the data in the former, and language-based power asymmetries in the latter. The findings highlight the importance of documenting ethics-related methodological details of language use, and advocates publication practices favouring the inclusion and foregrounding of L1 data.",,2022.0,2023-11-06 14:09:51,2023-11-06 14:09:51,210–225,Publisher: Sage Publications,PUELBGBG,0.0920245398773006,0.2727272727272727,0.1039435222563359
71,71,The Ethics of Alternative Currencies,Business Ethics Quarterly,32.0,2,10.1017/beq.2021.52,"Larue, Louis; Meyer, Camille; Hudon, Marek; Sandberg, Joakim",2022.0,https://www.cambridge.org/core/product/identifier/S1052150X2100052X/type/journal_article,journalArticle,"Alternative currencies are means of payment that circulate alongside—as an alternative or complement to—official currencies. While these currencies have existed for a long time, both society and academia have shown a renewed interest in their potential to decentralize the governance of monetary affairs and to bring people and organizations together in more ethical or sustainable ways. This article is a review of the ethical and philosophical implications of these alternative monetary projects. We first discuss various classifications of these currencies before analyzing the ethical challenges linked to the way they tackle social and environmental issues. We also examine the incentive-based and coercive mechanisms used by these currencies from an ethical perspective and debate the promises and perils of monetary decentralization and democracy. We conclude by identifying an agenda for future research.",,2022.0,2023-11-06 14:09:51,2023-11-06 14:09:51,299–321,,A5RRZBM8,0.0916030534351145,0.4,0.1033143298869456
72,72,?Wicked Problems? as Catalysts for Learning in Educational Ethics Games,Ethics and Education,16.0,4,10.1080/17449642.2021.1979283,"Nardo, Aline; Gaydos, Matthew",2021.0,https://www.tandfonline.com/doi/full/10.1080/17449642.2021.1979283,journalArticle,"In this paper we discuss the potential of digital games to create meaningful educational experiences that contribute to the learning of ethics in higher education (HE) Science, Technology, Engineering and Mathematics (STEM) degrees. We describe the design of a new digital ethics game with a focus on the challenges we encountered when applying existing theoretical frameworks for educational games and propose ways to address these challenges. We contend that existing design frameworks fail to account for the ‘wickedness’ of ethical problems – i.e. their inconclusive, complex, and sometimes inherently contradictory nature – as they are centred around consequentiality and consistent game-system feedback to players’ actions. Drawing from a Deweyan account of the ‘educative experience’ we seek to contribute to a domain-adequate theory of transformational experience and transformational play in the context of educational ethics game design.",,2021.0,2023-11-06 14:05:12,2023-11-06 14:05:12,492–509,Publisher: Routledge,L5A57DXL,0.0955882352941176,0.2,0.1028703917716398
73,73,Why Digital Assistants Need Your Information to Support Your Autonomy,Philosophy and Technology,34.0,4,10.1007/s13347-021-00481-4,"Heinrichs, Jan-Hendrik",2021.0,https://link.springer.com/10.1007/s13347-021-00481-4,journalArticle,"This article investigates how human life is conceptualized in the design and use of digital assistants and how this conceptualization feeds back into the life really lived. It suggests that a specific way of conceptualizing human life — namely as a set of tasks to be optimized — is responsible for the much-criticized information hunger of these digital assistants. The data collection of digital assistants raises not just several issues of privacy, but also the potential for improving people’s degree of self-determination, because the optimization model of daily activity is genuinely suited to a certain mode of self-determination, namely the explicit and reflective setting, pursuing, and monitoring of goals. Furthermore, optimization systems’ need for generation and analysis of data overcomes one of the core weaknesses in human capacities for self-determination, namely problems with objective and quantitative self-assessment. It will be argued that critiques according to which digital assistants threaten to reduce their users’ autonomy tend to ignore that the risks to autonomy are derivative to potential gains in autonomy. These critiques are based on an overemphasis of a success conception of autonomy. Counter to this conception, being autonomous does not require a choice environment that exclusively supports a person’s “true” preferences, but the opportunity to engage with external influences, supportive as well as adverse. In conclusion, it will be argued that ethical evaluations of digital assistants should consider potential gains as well as potential risks for autonomy caused by the use of digital assistants.",,2021.0,2023-11-06 14:05:12,2023-11-06 14:05:12,1687–1705,Publisher: Springer Verlag,IUSZAPCA,0.0942622950819672,0.3,0.1025639919470808
74,74,Represent Me: Please! Towards an Ethics of Digital Twins in Medicine,Journal of Medical Ethics,47.0,6,10.1136/medethics-2020-106134,"Braun, Matthias",2021.0,https://jme.bmj.com/lookup/doi/10.1136/medethics-2020-106134,journalArticle,"Simulations are used in very different contexts and for very different purposes. An emerging development is the possibility of using simulations to obtain a more or less representative reproduction of organs or even entire persons. Such simulations are framed and discussed using the term ‘digital twin’. This paper unpacks and scrutinises the current use of such digital twins in medicine and the ideas embedded in this practice. First, the paper maps the different types of digital twins. A special focus is put on the concrete challenges inherent in the interactions between persons and their digital twin. Second, the paper addresses the questions of how far a digital twin can represent a person and what the consequences of this may be. Against the background of these two analytical steps, the paper defines first conditions for digital twins to take on an ethically justifiable form of representation.",,2021.0,2023-11-06 14:05:10,2023-11-06 14:05:10,394–400,,AT9R83S6,0.0827586206896551,0.3636363636363636,0.1023079415907566
75,75,"Generative Ai, Specific Moral Values: A Closer Look at Chatgpt?s New Ethical Implications for Medical Ai",American Journal of Bioethics,23.0,10,10.1080/15265161.2023.2250311,"Victor, Gavin; Bélisle-Pipon, Jean-Christophe; Ravitsky, Vardit",2023.0,https://www.tandfonline.com/doi/full/10.1080/15265161.2023.2250311,journalArticle,"Cohen’s (Citation2023) mapping exercise of possible bioethical issues emerging from the use of ChatGPT in medicine provides an informative, useful, and thought-provoking trigger for discussions of AI ethics in health. Yet, he acknowledges that it is not exhaustive. Cohen’s analysis carefully considers principles such as privacy and bias prevention, but it does not delve into areas such as explainability, responsibility, or accountability, which are essential to explore. In this commentary we build on Cohen’s foundation, adding implications that stem from a distinctive feature of ChatGPT that differentiates it from conventional medical AI tools.

In the context of our ongoing research under the NIH-funded Bridge2AI program, we are spearheading the first comprehensive scoping review of ethical and trustworthy medical AI design, employing a bioethical lens to focus on value-based aspects (Victor, Salem, and Bélisle-Pipon Citation2023). Our review spans a broad range of literature, revealing the core moral values that underscore medical AI development. This review enables us to inform a “value-sensitive design” approach to medical AI. Our work validates Cohen’s arguments regarding ChatGPT raising familiar bioethical issues such as bias and privacy, but also brings to light uncharted ethical challenges arising from ChatGPT’s status as a general AI model.",,2023.0,2023-11-06 14:10:26,2023-11-06 14:10:26,65–68,Publisher: Taylor & Francis,HINEVSKZ,0.0862944162436548,0.3125,0.1022438268949496
76,76,Applying the Ethical Data Practices Framework to Digital Therapeutics,American Journal of Bioethics,23.0,11,10.1080/15265161.2023.2256280,"Kane, Odia; Ferryman, Kadija",2023.0,https://www.tandfonline.com/doi/full/10.1080/15265161.2023.2256280,journalArticle,"In their article ""Ethical Responsibilities for Companies that Process Personal Data"", McCoy and colleagues (2023) propose the Ethical Data Practices Framework as a tool for navigating and preventing ethically con- tentious data practices with personally identifiable information. The framework aims to guide private industry self-regulation and provide inspiration for federal policymaking to facilitate consumers' ability to exercise meaningful control over their data. Though the authors mention Internet applications (apps) and reference health data, it is important to examine how this framework can be applied to specialized health apps, as these applications are developed by private industry to collect sensitive and identifiable health information.
In this commentary, we apply and evaluate the Ethical Data Practices Framework for digital therapeu- tics, which are a specialized kind of Internet health application. Digital therapeutics (DTxs) are health apps and websites that support the self-management, prevention, and treatment of a variety of health condi- tions. In the United States, most DTxs require a pre- scription from a medical professional for users to gain
access. In addition, nearly all DTxs undergo clinical trials for Food and Drug Administration (FDA) approval. They incorporate clinically validated meth- ods such as behavioral therapies into video games, online modules, and smart products (e.g., wearables) to provide supplemental behavioral coaching, self- tracking, and health education to improve symptom management and health outcomes (Patel and Butte 2020). For example, the DTX Nerivio is an FDA- approved and prescription-required acute migraine treatment for adolescents and adults. Patients wear a wireless stimulation unit and use a phone app con- nected to a HIPAA (Health Insurance Portability and Accountability Act)-compliant server to self-treat, track migraines, and view daily analytics in a person- alized migraine dairy (Ailani et al. 2021).
The foundations of the Ethical Data Practices Framework are the substantive principles (minimizing harm, fairly distributing benefits and burdens, and respecting autonomy) and the procedural principles (transparency, accountability, and inclusion). The five practical imperatives were developed to assure a more applied approach to ethical data use practices and",,2023.0,2023-11-06 14:10:24,2023-11-06 14:10:24,53–56,Publisher: Taylor & Francis,2UT7VAZN,0.0851063829787234,0.6666666666666666,0.1016538714630401
77,77,"Responsibility, Second Opinions and Peer-Disagreement: Ethical and Epistemological Challenges of Using Ai in Clinical Diagnostic Contexts",Journal of Medical Ethics,48.0,4,10.1136/medethics-2021-107440,"Kempt, Hendrik; Nagel, Saskia K.",2022.0,https://jme.bmj.com/lookup/doi/10.1136/medethics-2021-107440,journalArticle,"In this paper, we first classify different types of second opinions and evaluate the ethical and epistemological implications of providing those in a clinical context. Second, we discuss the issue of how artificial intelligent (AI) could replace the human cognitive labour of providing such second opinion and find that several AI reach the levels of accuracy and efficiency needed to clarify their use an urgent ethical issue. Third, we outline the normative conditions of how AI may be used as second opinion in clinical processes, weighing the benefits of its efficiency against concerns of responsibility attribution. Fourth, we provide a ‘rule of disagreement’ that fulfils these conditions while retaining some of the benefits of expanding the use of AI-based decision support systems (AI-DSS) in clinical contexts. This is because the rule of disagreement proposes to use AI as much as possible, but retain the ability to use human second opinions to resolve disagreements between AI and physician-in-charge. Fifth, we discuss some counterarguments.",,2022.0,2023-11-06 14:09:48,2023-11-06 14:09:48,222–229,,YHCALDAS,0.074074074074074,0.3125,0.1014540840085685
78,78,Surveillance in Next-Generation Personalized Healthcare: Science and Ethics of Data Analytics in Healthcare,The New Bioethics,27.0,4,10.1080/20502877.2021.1993055,"Althobaiti, Kamal",2021.0,https://www.tandfonline.com/doi/full/10.1080/20502877.2021.1993055,journalArticle,"Advances in science and technology have allowed for incredible improvements in healthcare. Additionally, the digital revolution in healthcare provides new ways of collecting and storing large volumes of patient data, referred to as big healthcare data. As a result, healthcare providers are now able to use data to gain a deeper understanding of how to treat an individual in what is referred to as personalized healthcare. Regardless, there are several ethical challenges associated with big healthcare data that affect how personalized healthcare is delivered. To highlight these issues, this article will review the role of big data in personalized healthcare while also discussing the ethical challenges associated with it. The article will also discuss public health surveillance, its implications, and the challenges associated with collecting participants’ information. The article will proceed by highlighting next generation technologies, including robotics and 3D printing. The article will conclude by providing recommendations on how patient privacy can be protected in next-generation personalized healthcare.",,2021.0,2023-11-06 14:05:10,2023-11-06 14:05:10,295–319,,QJCZ727W,0.0880503144654088,0.2307692307692307,0.1004758018897448
79,79,How Interactive Visualizations Compare to Ethical Frameworks as Stand-Alone Ethics Learning Tools for Health Researchers and Professionals,AJOB Empirical Bioethics,14.0,4,10.1080/23294515.2023.2201479,"Sleigh, Joanna; Ormond, Kelly; Schneider, Manuel; Stern, Elsbeth; Vayena, Effy",2023.0,https://www.tandfonline.com/doi/full/10.1080/23294515.2023.2201479,journalArticle,"Despite the bourgeoning of digital tools for bioethics research, education, and engagement, little research has empirically investigated the impact of interactive visualizations as a way to translate ethical frameworks and guidelines. To date, most frameworks take the format of text-only documents that outline and offer ethical guidance on specific contexts. This study’s goal was to determine whether an interactive-visual format supports frameworks in transferring ethical knowledge by improving learning, deliberation, and user experience.An experimental comparative study was conducted with a pre-, mid-, and post-test design using the online survey platform Qualtrics. Participants were university based early-stage health researchers who were randomly assigned to either the control condition (text-only document) or the experimental condition (interactive-visual). The primary outcome variables were learning, (measured using a questionnaire), deliberation (using cases studies) and user experience (measured using the SED/UD Scale). Analysis was conducted using descriptive statistics and mixed-effects linear regression.Of the 80 participants, 44 (55%) used the text-only document and 36 (45%) used the interactive-visual. Results of the knowledge-test scores showed a statistically significant difference between participants’ post-test scores, indicating that the interactive-visual format better supported understanding, acquisition, and application of the framework’s knowledge. Findings from the case studies showed both formats supported ethical deliberation. Results further indicated the interactive-visual provided an overall better episodic and remembered user experience compared with the text-only document.Our findings show that ethical frameworks formatted with interactive and visual qualities provide a more pleasing user experience and are effective formats for ethics learning and deliberation. These findings have implications for practitioners developing and deploying ethical frameworks and guidelines (e.g., in educational or employee-onboarding settings), in that the knowledge generated can lead to more effective dissemination practices of normative guidelines and health data ethics concepts.",,2023.0,2023-11-06 14:10:28,2023-11-06 14:10:28,197–207,,HLMGCYDG,0.087719298245614,0.2941176470588235,0.0997526620547491
80,80,"The Ai Commander Problem: Ethical, Political, and Psychological Dilemmas of Human-Machine Interactions in Ai-Enabled Warfare",Journal of Military Ethics,21.0,3,10.1080/15027570.2023.2175887,"Johnson, James",2023.0,https://www.tandfonline.com/doi/full/10.1080/15027570.2023.2175887,journalArticle,"Can AI solve the ethical, moral, and political dilemmas of warfare? How is artificial intelligence (AI)-enabled warfare changing the way we think about the ethical-political dilemmas and practice of war? This article explores the key elements of the ethical, moral, and political dilemmas of human-machine interactions in modern digitized warfare. It provides a counterpoint to the argument that AI “rational” efficiency can simultaneously offer a viable solution to human psychological and biological fallibility in combat while retaining “meaningful” human control over the war machine. This Panglossian assumption neglects the psychological features of human-machine interactions, the pace at which future AI-enabled conflict will be fought, and the complex and chaotic nature of modern war. The article expounds key psychological insights of human-machine interactions to elucidate how AI shapes our capacity to think about future warfare's political and ethical dilemmas. It argues that through the psychological process of human-machine integration, AI will not merely force-multiply existing advanced weaponry but will become de facto strategic actors in warfare – the “AI commander problem.”",,2023.0,2023-11-06 14:10:24,2023-11-06 14:10:24,246–271,,6CBLLMRU,0.0823529411764705,0.2666666666666666,0.0996279993478873
81,81,Philosophical Evaluation of the Conceptualisation of Trust in the Nhs Code of Conduct for Artificial Intelligence-Driven Technology,Journal of Medical Ethics Recent Issues,48.0,4,10.1136/medethics-2020-106905,"Lee, Soogeun Samuel",2022.0,https://jme.bmj.com/lookup/doi/10.1136/medethics-2020-106905,journalArticle,"The UK Government’s Code of Conduct for data-driven health and care technologies, specifically artificial intelligence (AI)-driven technologies, comprises 10 principles that outline a gold-standard of ethical conduct for AI developers and implementers within the National Health Service. Considering the importance of trust in medicine, in this essay I aim to evaluate the conceptualisation of trust within this piece of ethical governance. I examine the Code of Conduct, specifically Principle 7, and extract two positions: a principle of rationally justified trust that posits trust should be made on sound epistemological bases and a principle of value-based trust that views trust in an all-things-considered manner. I argue rationally justified trust is largely infeasible in trusting AI due to AI’s complexity and inexplicability. Contrarily, I show how value-based trust is more feasible as it is intuitively used by individuals. Furthermore, it better complies with Principle 1. I therefore conclude this essay by suggesting the Code of Conduct to hold the principle of value-based trust more explicitly.",,2022.0,2023-11-06 14:09:49,2023-11-06 14:09:49,272–277,,JQG33WJV,0.1042944785276073,0.0588235294117647,0.0995022867865169
82,82,Dialogical Answerability and Autonomy Ascription,Hypatia,37.0,1,10.1017/hyp.2021.81,"Lee, Ji-Young",2022.0,https://www.cambridge.org/core/product/identifier/S0887536721000817/type/journal_article,journalArticle,"Ascribing autonomous status to agents is a valuable practice. As such, we ought to care about how we engage in practices of autonomy ascription. However, disagreement between first-personal experiences of an agent's autonomy and third-personal determinations of their autonomy presents challenges of ethical and epistemic concern. My view is that insights from a dialogical rather than nondialogical account of autonomy give us the resources to combat the challenges associated with autonomy ascription. I draw on Andrea Westlund's account of dialogical autonomy—on which autonomy requires a dialogical disposition to hold oneself answerable to external critical perspectives—to make my case.",,2022.0,2023-11-06 14:09:49,2023-11-06 14:09:49,97–110,,Y8JQX36F,0.0918367346938775,0.2,0.0988527302813017
83,83,Aiming at the Good Life in the Datafied World: A Co-Productionist Framework of Ethics,Big Data and Society,9.0,2,10.1177/20539517221139782,"Boenig-Liptsin, Margarita",2022.0,http://journals.sagepub.com/doi/10.1177/20539517221139782,journalArticle,"This article proposes an ethical framework to navigate life in the datafied world that combines the relational ethics approach of the philosopher Paul Ricoeur with the idiom of co-production from the field of Science and Technology Studies (STS). Mainstream data and computing ethics approaches, which tend to view ethics itself as a technology to produce particular outcomes, fail to adequately consider the context of the datafied world for ethics. The datafied world is a condition in which data and computing technologies form the ineluctable infrastructure for daily life, structuring social order, forming power relations, and supporting visions of desirable futures. I argue that the datafied world is not just a background upon which ethics unfolds, rather it demands a novel framework for ethics that understands the contexts of data and computing technologies and their consequences for human action. The idiom of co-production suggests how action gets tied to visions of the good in the datafied world. In particular, it draws attention to the evolution of these actions in the identities, institutions, representations, and discourses of the social world, creating specific forms of life and meaning in datafied societies.",,2022.0,2023-11-06 14:09:50,2023-11-06 14:09:50,,Publisher: SAGE Publications,VGBHKCRI,0.0957446808510638,0.1428571428571428,0.0987807379174146
84,84,"Ai and Law: Ethical, Legal, and Socio-Political Implications",AI and Society,36.0,2,10.1007/s00146-021-01194-0,"Gordon, John-Stewart",2021.0,https://link.springer.com/10.1007/s00146-021-01194-0,journalArticle,"We live in interesting times. Humanity has witnessed unprecedented technological advances with respect to artificial intelligence (AI), which now impacts our daily lives through e.g. our smartphones and the Internet of Things. AI determines the result of our credit and loan applications; in the United States, it often informs parole decisions; and it pervades our work environments.",,2021.0,2023-11-06 14:05:09,2023-11-06 14:05:09,403–404,,9SQ5LPFK,0.0350877192982456,0.5,0.097913703176861
85,85,Intimate Partner Violence in Pakistan: Ethical Implications in an Emergency Case,Clinical Ethics,17.0,3,10.1177/14777509211052464,"Khan, Anum; Ahmed, Fahad; Demir, Müge; Önder \.Ilgili",2022.0,http://journals.sagepub.com/doi/10.1177/14777509211052464,journalArticle,"In developing countries, the patriarchal social construct, unsatisfactory legal protection, and underlying cultural bias against women have resulted in increasing intimate partner violence, which largely goes unaddressed, undocumented, and unreported in healthcare settings. This case study presents a common scenario of intimate partner violence and carefully analyzes its ethical implications in an emergency case at a tertiary care hospital in Karachi, Pakistan. In this study, basic ethical principles are used to discuss important ethical challenges faced daily by healthcare workers in the medical, social, and legal context. It further highlights the dire need of patient education, safety, and a solid framework for addressing, documenting, and reporting intimate partner violence for healthcare workers.",,2022.0,2023-11-06 14:09:51,2023-11-06 14:09:51,311–314,,PSDKE9LS,0.0803571428571428,0.2727272727272727,0.0976100693028944
86,86,Trust Architectures in Research,Res Philosophica,100.0,4,10.5840/resphilosophica2023928105,"Rasmussen, Lisa M.",2023.0,https://www.pdcnet.org/oom/service?url_ver=Z39.88-2004&rft_val_fmt=&rft.imuse_id=resphilosophica_2023_0100_0004_0497_0514&svc_id=info:www.pdcnet.org/collection,journalArticle,"The research enterprise depends on trust, especially trust in data reliability and ethical conduct of research. This trust is accomplished via systems, or “architectures,” that do the work of ensuring trustworthiness in research when individuals are not able to assess it for themselves. In the United States and many other countries, national laws or regulations constitute the research ethics trust architecture. But new research methods, such as citizen science, DIY biology, biohacking, or corporate research, avoid such regulations because they draw on new means of funding, disseminating, and conducting research. This challenges the sufficiency of the traditional approach and requires us to revisit how we generate trust in the research enterprise. In this article, I discuss how new research challenges the existing trust architecture, offer some necessary elements of trust architecture in general, and use citizen science as a case study to illustrate how new, ethically meaningful trust architectures could be built.",,2023.0,2023-11-06 14:10:27,2023-11-06 14:10:27,497–514,,XDZE5SB4,0.0921052631578947,0.25,0.0967272998359922
87,87,Big Data and Belmont: On the Ethics and Research Implications of Consumer-Based Datasets,Big Data and Society,8.0,2,10.1177/20539517211048183,"Stewart, Remy",2021.0,http://journals.sagepub.com/doi/10.1177/20539517211048183,journalArticle,"Consumer-based datasets are the products of data brokerage firms that agglomerate millions of personal records on the adult US population. This big data commodity is purchased by both companies and individual clients for purposes such as marketing, risk prevention, and identity searches. The sheer magnitude and population coverage of available consumer-based datasets and the opacity of the business practices that create these datasets pose emergent ethical challenges within the computational social sciences that have begun to incorporate consumer-based datasets into empirical research. To directly engage with the core ethical debates around the use of consumer-based datasets within social science research, I first consider two case study applications of consumer-based dataset-based scholarship. I then focus on three primary ethical dilemmas within consumer-based datasets regarding human subject research, participant privacy, and informed consent in conversation with the principles of the seminal Belmont Report.",,2021.0,2023-11-06 14:05:12,2023-11-06 14:05:12,,Publisher: Sage Publications,DGKTPSCR,0.0851063829787234,0.2307692307692307,0.0966129634145983
